,Loss_B,Loss_F,Loss_I,Loss
0,0.025892743840813637,13.459245681762695,1.25960373878479,14.744742393493652
1,0.024689655750989914,13.45661735534668,1.0401283502578735,14.521435737609863
2,0.0235841516405344,13.454021453857422,0.8909852504730225,14.36859130859375
3,0.022571779787540436,13.451358795166016,0.7429018020629883,14.216832160949707
4,0.021710695698857307,13.448698997497559,0.6561228036880493,14.126532554626465
5,0.020963087677955627,13.446006774902344,0.5049878358840942,13.971957206726074
6,0.02034781500697136,13.443291664123535,0.45816105604171753,13.92180061340332
7,0.019780069589614868,13.44041633605957,0.33312666416168213,13.793323516845703
8,0.019262516871094704,13.437440872192383,0.28048285841941833,13.737186431884766
9,0.01883065514266491,13.434371948242188,0.22546806931495667,13.678669929504395
10,0.01852290704846382,13.431251525878906,0.16755545139312744,13.617330551147461
11,0.01830650307238102,13.42807674407959,0.14127397537231445,13.587657928466797
12,0.018096650019288063,13.424774169921875,0.10296465456485748,13.545835494995117
13,0.017938407137989998,13.421382904052734,0.09732533246278763,13.536646842956543
14,0.01780906319618225,13.417889595031738,0.08342495560646057,13.519123077392578
15,0.017742272466421127,13.414322853088379,0.07867246866226196,13.510737419128418
16,0.01775220036506653,13.410696983337402,0.06363505870103836,13.492084503173828
17,0.017740122973918915,13.40699291229248,0.07371531426906586,13.498448371887207
18,0.017755713313817978,13.403241157531738,0.07895758748054504,13.499954223632812
19,0.01783660054206848,13.399459838867188,0.06308355927467346,13.480380058288574
20,0.017929807305336,13.395638465881348,0.06262393295764923,13.476192474365234
21,0.018044833093881607,13.3917818069458,0.057461924850940704,13.46728801727295
22,0.01815473660826683,13.38788890838623,0.04718378558754921,13.453227996826172
23,0.018222283571958542,13.383978843688965,0.045572757720947266,13.447772979736328
24,0.0182754248380661,13.380053520202637,0.041792646050453186,13.4401216506958
25,0.01831645891070366,13.376127243041992,0.036800503730773926,13.431243896484375
26,0.01835019327700138,13.372183799743652,0.031905218958854675,13.422439575195312
27,0.01837007887661457,13.36823844909668,0.025899086147546768,13.412507057189941
28,0.018371280282735825,13.364273071289062,0.02319597825407982,13.405840873718262
29,0.018353570252656937,13.360301971435547,0.025065431371331215,13.40372085571289
30,0.018314871937036514,13.356363296508789,0.02091086469590664,13.395589828491211
31,0.018268626183271408,13.352457046508789,0.016343124210834503,13.387068748474121
32,0.01819130964577198,13.348551750183105,0.021345386281609535,13.38808822631836
33,0.01809609681367874,13.344690322875977,0.020951485261321068,13.383737564086914
34,0.017980147153139114,13.340860366821289,0.024950359016656876,13.383790969848633
35,0.017850540578365326,13.33708381652832,0.023881597444415092,13.378816604614258
36,0.017690550535917282,13.333351135253906,0.02815813198685646,13.379199981689453
37,0.017511552199721336,13.329673767089844,0.03356547653675079,13.38075065612793
38,0.01732434704899788,13.32607650756836,0.03510203957557678,13.37850284576416
39,0.017122488468885422,13.322554588317871,0.04252760484814644,13.382204055786133
40,0.016907088458538055,13.319141387939453,0.040003690868616104,13.376051902770996
41,0.016665948554873466,13.315810203552246,0.03846857696771622,13.37094497680664
42,0.016406817361712456,13.312528610229492,0.04366908222436905,13.372604370117188
