,Loss_B,Loss_F,Loss_I,Loss
0,7.396121025085449,2.112490653991699,0.0,9.508611679077148
1,6.987995147705078,2.0880494117736816,0.0,9.076044082641602
2,6.5926923751831055,2.0640883445739746,0.0,8.656780242919922
3,6.210315704345703,2.0406556129455566,0.0,8.250970840454102
4,5.840953826904297,2.017765998840332,0.0,7.858719825744629
5,5.484683513641357,1.9954142570495605,0.0,7.480097770690918
6,5.141557693481445,1.9735909700393677,0.0,7.115148544311523
7,4.81160831451416,1.952289342880249,0.0,6.763897895812988
8,4.494831562042236,1.931505560874939,0.0,6.426337242126465
9,4.191197872161865,1.91123628616333,0.0,6.102434158325195
10,3.900641918182373,1.8914806842803955,0.0,5.792122840881348
11,3.623065710067749,1.872236967086792,0.0,5.495302677154541
12,3.3583526611328125,1.8535056114196777,0.0,5.21185827255249
13,3.106353521347046,1.8352856636047363,0.0,4.941638946533203
14,2.86690616607666,1.8175771236419678,0.0,4.684483528137207
15,2.6398215293884277,1.8003772497177124,0.0,4.44019889831543
16,2.424893379211426,1.7836823463439941,0.0,4.20857572555542
17,2.2218997478485107,1.7674870491027832,0.0,3.989386796951294
18,2.030595302581787,1.751784324645996,0.0,3.782379627227783
19,1.8507235050201416,1.7365658283233643,0.0,3.587289333343506
20,1.6820048093795776,1.7218217849731445,0.0,3.4038267135620117
21,1.524144172668457,1.7075414657592773,0.0,3.2316856384277344
22,1.3768301010131836,1.693712830543518,0.0,3.070542812347412
23,1.2397325038909912,1.6803228855133057,0.0,2.920055389404297
24,1.1125082969665527,1.6673582792282104,0.0,2.7798666954040527
25,0.9947988986968994,1.6548047065734863,0.0,2.6496036052703857
26,0.8862305879592896,1.642647624015808,0.0,2.5288782119750977
27,0.7864209413528442,1.630873203277588,0.0,2.4172940254211426
28,0.6949760913848877,1.6194672584533691,0.0,2.314443349838257
29,0.6114926934242249,1.608416199684143,0.0,2.2199089527130127
30,0.5355648994445801,1.5977067947387695,0.0,2.1332716941833496
31,0.46678030490875244,1.587327003479004,0.0,2.054107189178467
32,0.4047272205352783,1.577264428138733,0.0,1.9819916486740112
33,0.34899428486824036,1.5675067901611328,0.0,1.9165010452270508
34,0.29917392134666443,1.5580413341522217,0.0,1.8572152853012085
35,0.2548646330833435,1.548854112625122,0.0,1.8037188053131104
36,0.21567215025424957,1.539931058883667,0.0,1.7556031942367554
37,0.181209996342659,1.5312561988830566,0.0,1.7124662399291992
38,0.15110240876674652,1.5228137969970703,0.0,1.673916220664978
39,0.1249849945306778,1.5145866870880127,0.0,1.6395716667175293
40,0.10250511765480042,1.5065574645996094,0.0,1.6090625524520874
41,0.0833229273557663,1.4987086057662964,0.0,1.582031488418579
42,0.06711261719465256,1.4910225868225098,0.0,1.5581351518630981
43,0.05356279015541077,1.483482003211975,0.0,1.5370447635650635
44,0.04237686097621918,1.4760699272155762,0.0,1.5184468030929565
45,0.0332743301987648,1.4687703847885132,0.0,1.502044677734375
46,0.025990746915340424,1.4615681171417236,0.0,1.4875588417053223
47,0.020279210060834885,1.45444917678833,0.0,1.4747283458709717
48,0.015910010784864426,1.447400450706482,0.0,1.4633104801177979
49,0.01267154049128294,1.4404101371765137,0.0,1.453081727027893
50,0.010370446369051933,1.433467984199524,0.0,1.4438384771347046
51,0.008831650950014591,1.426565170288086,0.0,1.4353967905044556
52,0.007898908108472824,1.4196935892105103,0.0,1.4275925159454346
53,0.007434034254401922,1.4128473997116089,0.0,1.4202814102172852
54,0.007316895294934511,1.4060207605361938,0.0,1.4133377075195312
55,0.007444641087204218,1.3992102146148682,0.0,1.4066548347473145
56,0.007731166668236256,1.3924124240875244,0.0,1.4001436233520508
57,0.008105798624455929,1.3856258392333984,0.0,1.3937315940856934
58,0.00851261056959629,1.3788493871688843,0.0,1.387362003326416
59,0.008908822201192379,1.3720828294754028,0.0,1.3809916973114014
60,0.009263602085411549,1.3653267621994019,0.0,1.3745903968811035
61,0.009556496515870094,1.3585824966430664,0.0,1.3681390285491943
62,0.009776310995221138,1.3518517017364502,0.0,1.3616280555725098
63,0.009918993338942528,1.3451368808746338,0.0,1.3550559282302856
64,0.00998698640614748,1.3384404182434082,0.0,1.348427414894104
65,0.009987112134695053,1.3317656517028809,0.0,1.3417527675628662
66,0.009929969906806946,1.325115442276001,0.0,1.3350454568862915
67,0.00982810277491808,1.3184937238693237,0.0,1.3283218145370483
68,0.009695682674646378,1.311903953552246,0.0,1.3215996026992798
69,0.0095467958599329,1.305349588394165,0.0,1.3148963451385498
70,0.009395505301654339,1.2988345623016357,0.0,1.3082300424575806
71,0.009254641830921173,1.2923622131347656,0.0,1.301616907119751
72,0.009135705418884754,1.2859361171722412,0.0,1.2950718402862549
73,0.009048348292708397,1.279559850692749,0.0,1.288608193397522
74,0.00900029856711626,1.2732365131378174,0.0,1.2822368144989014
75,0.008997193537652493,1.2669687271118164,0.0,1.275965929031372
76,0.009042728692293167,1.2607594728469849,0.0,1.269802212715149
77,0.009138376452028751,1.2546110153198242,0.0,1.263749361038208
78,0.009284155443310738,1.248525619506836,0.0,1.2578097581863403
79,0.009478216990828514,1.242504596710205,0.0,1.2519828081130981
80,0.009717613458633423,1.2365496158599854,0.0,1.2462671995162964
81,0.009997946210205555,1.2306617498397827,0.0,1.2406597137451172
82,0.010314260609447956,1.2248414754867554,0.0,1.235155701637268
83,0.010660955682396889,1.219089388847351,0.0,1.229750394821167
84,0.011031826958060265,1.2134051322937012,0.0,1.2244369983673096
85,0.011420960538089275,1.2077885866165161,0.0,1.2192095518112183
